Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions
01/01/2020-04/30/2022,By Total,Iowa,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,4353.0,7030.0
01/01/2020-04/30/2022,By Total,Iowa,COVID-19,COVID-19,U071,All Ages,9542.0,9542.0
01/01/2020-04/30/2022,By Total,Kansas,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,3814.0,3925.0
01/01/2020-04/30/2022,By Total,Kansas,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,827.0,867.0
01/01/2020-04/30/2022,By Total,Kansas,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,717.0,717.0
01/01/2020-04/30/2022,By Total,Kansas,Respiratory diseases,Respiratory failure,J96,All Ages,4173.0,4294.0
01/01/2020-04/30/2022,By Total,Kansas,Respiratory diseases,Respiratory arrest,R09.2,All Ages,188.0,188.0
01/01/2020-04/30/2022,By Total,Kansas,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,416.0,438.0
01/01/2020-04/30/2022,By Total,Kansas,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1053.0,1064.0
01/01/2020-04/30/2022,By Total,Kansas,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,853.0,918.0
01/01/2020-04/30/2022,By Total,Kansas,Circulatory diseases,Cardiac arrest,I46,All Ages,893.0,895.0
01/01/2020-04/30/2022,By Total,Kansas,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,628.0,639.0
01/01/2020-04/30/2022,By Total,Kansas,Circulatory diseases,Heart failure,I50,All Ages,696.0,697.0
01/01/2020-04/30/2022,By Total,Kansas,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,387.0,403.0
01/01/2020-04/30/2022,By Total,Kansas,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,622.0,686.0
01/01/2020-04/30/2022,By Total,Kansas,Sepsis,Sepsis,A40-A41,All Ages,750.0,750.0
01/01/2020-04/30/2022,By Total,Kansas,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,452.0,522.0
01/01/2020-04/30/2022,By Total,Kansas,Diabetes,Diabetes,E10-E14,All Ages,1034.0,1046.0
01/01/2020-04/30/2022,By Total,Kansas,Obesity,Obesity,E65-E68,All Ages,425.0,426.0
01/01/2020-04/30/2022,By Total,Kansas,Alzheimer disease,Alzheimer disease,G30,All Ages,239.0,239.0
01/01/2020-04/30/2022,By Total,Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,831.0,835.0
01/01/2020-04/30/2022,By Total,Kansas,Renal failure,Renal failure,N17-N19,All Ages,884.0,933.0
01/01/2020-04/30/2022,By Total,Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,189.0,332.0
01/01/2020-04/30/2022,By Total,Kansas,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,3829.0,6014.0
01/01/2020-04/30/2022,By Total,Kansas,COVID-19,COVID-19,U071,All Ages,8892.0,8892.0
01/01/2020-04/30/2022,By Total,Kentucky,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,8201.0,8620.0
01/01/2020-04/30/2022,By Total,Kentucky,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2115.0,2266.0
01/01/2020-04/30/2022,By Total,Kentucky,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1719.0,1719.0
01/01/2020-04/30/2022,By Total,Kentucky,Respiratory diseases,Respiratory failure,J96,All Ages,7837.0,8303.0
01/01/2020-04/30/2022,By Total,Kentucky,Respiratory diseases,Respiratory arrest,R09.2,All Ages,184.0,184.0
01/01/2020-04/30/2022,By Total,Kentucky,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1127.0,1207.0
01/01/2020-04/30/2022,By Total,Kentucky,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,2676.0,2701.0
01/01/2020-04/30/2022,By Total,Kentucky,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1959.0,2072.0
01/01/2020-04/30/2022,By Total,Kentucky,Circulatory diseases,Cardiac arrest,I46,All Ages,1182.0,1182.0
01/01/2020-04/30/2022,By Total,Kentucky,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1708.0,1758.0
01/01/2020-04/30/2022,By Total,Kentucky,Circulatory diseases,Heart failure,I50,All Ages,1730.0,1730.0
01/01/2020-04/30/2022,By Total,Kentucky,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,945.0,971.0
01/01/2020-04/30/2022,By Total,Kentucky,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1428.0,1566.0
01/01/2020-04/30/2022,By Total,Kentucky,Sepsis,Sepsis,A40-A41,All Ages,2756.0,2757.0
01/01/2020-04/30/2022,By Total,Kentucky,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1140.0,1378.0
01/01/2020-04/30/2022,By Total,Kentucky,Diabetes,Diabetes,E10-E14,All Ages,2997.0,3028.0
01/01/2020-04/30/2022,By Total,Kentucky,Obesity,Obesity,E65-E68,All Ages,694.0,699.0
01/01/2020-04/30/2022,By Total,Kentucky,Alzheimer disease,Alzheimer disease,G30,All Ages,475.0,475.0
01/01/2020-04/30/2022,By Total,Kentucky,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1677.0,1678.0
01/01/2020-04/30/2022,By Total,Kentucky,Renal failure,Renal failure,N17-N19,All Ages,2532.0,2732.0
01/01/2020-04/30/2022,By Total,Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,482.0,880.0
01/01/2020-04/30/2022,By Total,Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,8862.0,15012.0
01/01/2020-04/30/2022,By Total,Kentucky,COVID-19,COVID-19,U071,All Ages,16532.0,16532.0
01/01/2020-04/30/2022,By Total,Louisiana,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,7743.0,7804.0
01/01/2020-04/30/2022,By Total,Louisiana,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1268.0,1303.0
01/01/2020-04/30/2022,By Total,Louisiana,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,3300.0,3300.0
01/01/2020-04/30/2022,By Total,Louisiana,Respiratory diseases,Respiratory failure,J96,All Ages,5890.0,6012.0
01/01/2020-04/30/2022,By Total,Louisiana,Respiratory diseases,Respiratory arrest,R09.2,All Ages,248.0,248.0
01/01/2020-04/30/2022,By Total,Louisiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,979.0,992.0
01/01/2020-04/30/2022,By Total,Louisiana,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,3639.0,3674.0
01/01/2020-04/30/2022,By Total,Louisiana,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1561.0,1681.0
01/01/2020-04/30/2022,By Total,Louisiana,Circulatory diseases,Cardiac arrest,I46,All Ages,1153.0,1153.0
01/01/2020-04/30/2022,By Total,Louisiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,927.0,940.0
01/01/2020-04/30/2022,By Total,Louisiana,Circulatory diseases,Heart failure,I50,All Ages,1203.0,1203.0
01/01/2020-04/30/2022,By Total,Louisiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,805.0,818.0
01/01/2020-04/30/2022,By Total,Louisiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,816.0,885.0
01/01/2020-04/30/2022,By Total,Louisiana,Sepsis,Sepsis,A40-A41,All Ages,1386.0,1386.0
01/01/2020-04/30/2022,By Total,Louisiana,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,685.0,745.0
01/01/2020-04/30/2022,By Total,Louisiana,Diabetes,Diabetes,E10-E14,All Ages,2344.0,2359.0
01/01/2020-04/30/2022,By Total,Louisiana,Obesity,Obesity,E65-E68,All Ages,798.0,798.0
01/01/2020-04/30/2022,By Total,Louisiana,Alzheimer disease,Alzheimer disease,G30,All Ages,376.0,379.0
01/01/2020-04/30/2022,By Total,Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,717.0,719.0
01/01/2020-04/30/2022,By Total,Louisiana,Renal failure,Renal failure,N17-N19,All Ages,1124.0,1172.0
01/01/2020-04/30/2022,By Total,Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,243.0,476.0
01/01/2020-04/30/2022,By Total,Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,5271.0,7741.0
01/01/2020-04/30/2022,By Total,Louisiana,COVID-19,COVID-19,U071,All Ages,15841.0,15841.0
01/01/2020-04/30/2022,By Total,Maine,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,653.0,678.0
01/01/2020-04/30/2022,By Total,Maine,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,240.0,242.0
01/01/2020-04/30/2022,By Total,Maine,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,183.0,183.0
01/01/2020-04/30/2022,By Total,Maine,Respiratory diseases,Respiratory failure,J96,All Ages,295.0,320.0
01/01/2020-04/30/2022,By Total,Maine,Respiratory diseases,Respiratory arrest,R09.2,All Ages,25.0,25.0
01/01/2020-04/30/2022,By Total,Maine,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,91.0,95.0
01/01/2020-04/30/2022,By Total,Maine,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,252.0,259.0
01/01/2020-04/30/2022,By Total,Maine,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,215.0,226.0
01/01/2020-04/30/2022,By Total,Maine,Circulatory diseases,Cardiac arrest,I46,All Ages,34.0,34.0
01/01/2020-04/30/2022,By Total,Maine,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,221.0,223.0
01/01/2020-04/30/2022,By Total,Maine,Circulatory diseases,Heart failure,I50,All Ages,179.0,179.0
01/01/2020-04/30/2022,By Total,Maine,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,104.0,108.0
01/01/2020-04/30/2022,By Total,Maine,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,149.0,161.0
01/01/2020-04/30/2022,By Total,Maine,Sepsis,Sepsis,A40-A41,All Ages,45.0,45.0
01/01/2020-04/30/2022,By Total,Maine,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,146.0,161.0
01/01/2020-04/30/2022,By Total,Maine,Diabetes,Diabetes,E10-E14,All Ages,221.0,223.0
01/01/2020-04/30/2022,By Total,Maine,Obesity,Obesity,E65-E68,All Ages,59.0,60.0
01/01/2020-04/30/2022,By Total,Maine,Alzheimer disease,Alzheimer disease,G30,All Ages,92.0,92.0
01/01/2020-04/30/2022,By Total,Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,384.0,384.0
01/01/2020-04/30/2022,By Total,Maine,Renal failure,Renal failure,N17-N19,All Ages,187.0,194.0
01/01/2020-04/30/2022,By Total,Maine,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,46.0,89.0
01/01/2020-04/30/2022,By Total,Maine,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,865.0,1280.0
01/01/2020-04/30/2022,By Total,Maine,COVID-19,COVID-19,U071,All Ages,2463.0,2463.0
01/01/2020-04/30/2022,By Total,Maryland,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,5993.0,6138.0
01/01/2020-04/30/2022,By Total,Maryland,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1621.0,1672.0
01/01/2020-04/30/2022,By Total,Maryland,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1358.0,1358.0
01/01/2020-04/30/2022,By Total,Maryland,Respiratory diseases,Respiratory failure,J96,All Ages,4116.0,4191.0
01/01/2020-04/30/2022,By Total,Maryland,Respiratory diseases,Respiratory arrest,R09.2,All Ages,127.0,127.0
01/01/2020-04/30/2022,By Total,Maryland,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,787.0,832.0
01/01/2020-04/30/2022,By Total,Maryland,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,3957.0,3976.0
01/01/2020-04/30/2022,By Total,Maryland,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1980.0,2117.0
01/01/2020-04/30/2022,By Total,Maryland,Circulatory diseases,Cardiac arrest,I46,All Ages,712.0,712.0
01/01/2020-04/30/2022,By Total,Maryland,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1717.0,1761.0
01/01/2020-04/30/2022,By Total,Maryland,Circulatory diseases,Heart failure,I50,All Ages,1327.0,1328.0
01/01/2020-04/30/2022,By Total,Maryland,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1153.0,1178.0
01/01/2020-04/30/2022,By Total,Maryland,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1733.0,1917.0
01/01/2020-04/30/2022,By Total,Maryland,Sepsis,Sepsis,A40-A41,All Ages,1634.0,1634.0
01/01/2020-04/30/2022,By Total,Maryland,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1130.0,1285.0
01/01/2020-04/30/2022,By Total,Maryland,Diabetes,Diabetes,E10-E14,All Ages,2892.0,2909.0
01/01/2020-04/30/2022,By Total,Maryland,Obesity,Obesity,E65-E68,All Ages,875.0,878.0
01/01/2020-04/30/2022,By Total,Maryland,Alzheimer disease,Alzheimer disease,G30,All Ages,289.0,290.0
01/01/2020-04/30/2022,By Total,Maryland,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2110.0,2112.0
01/01/2020-04/30/2022,By Total,Maryland,Renal failure,Renal failure,N17-N19,All Ages,2393.0,2479.0
01/01/2020-04/30/2022,By Total,Maryland,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,480.0,896.0
01/01/2020-04/30/2022,By Total,Maryland,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,7380.0,12178.0
01/01/2020-04/30/2022,By Total,Maryland,COVID-19,COVID-19,U071,All Ages,15441.0,15441.0
01/01/2020-04/30/2022,By Total,Massachusetts,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,7199.0,7386.0
01/01/2020-04/30/2022,By Total,Massachusetts,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1497.0,1557.0
01/01/2020-04/30/2022,By Total,Massachusetts,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1603.0,1603.0
01/01/2020-04/30/2022,By Total,Massachusetts,Respiratory diseases,Respiratory failure,J96,All Ages,7218.0,7378.0
01/01/2020-04/30/2022,By Total,Massachusetts,Respiratory diseases,Respiratory arrest,R09.2,All Ages,578.0,578.0
01/01/2020-04/30/2022,By Total,Massachusetts,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,936.0,980.0
01/01/2020-04/30/2022,By Total,Massachusetts,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1722.0,1740.0
01/01/2020-04/30/2022,By Total,Massachusetts,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1414.0,1488.0
01/01/2020-04/30/2022,By Total,Massachusetts,Circulatory diseases,Cardiac arrest,I46,All Ages,2685.0,2685.0
01/01/2020-04/30/2022,By Total,Massachusetts,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1284.0,1301.0
01/01/2020-04/30/2022,By Total,Massachusetts,Circulatory diseases,Heart failure,I50,All Ages,1644.0,1645.0
01/01/2020-04/30/2022,By Total,Massachusetts,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,716.0,734.0
01/01/2020-04/30/2022,By Total,Massachusetts,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1086.0,1169.0
01/01/2020-04/30/2022,By Total,Massachusetts,Sepsis,Sepsis,A40-A41,All Ages,1624.0,1624.0
01/01/2020-04/30/2022,By Total,Massachusetts,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1035.0,1137.0
01/01/2020-04/30/2022,By Total,Massachusetts,Diabetes,Diabetes,E10-E14,All Ages,1558.0,1567.0
01/01/2020-04/30/2022,By Total,Massachusetts,Obesity,Obesity,E65-E68,All Ages,371.0,372.0
01/01/2020-04/30/2022,By Total,Massachusetts,Alzheimer disease,Alzheimer disease,G30,All Ages,471.0,471.0
01/01/2020-04/30/2022,By Total,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2753.0,2756.0
01/01/2020-04/30/2022,By Total,Massachusetts,Renal failure,Renal failure,N17-N19,All Ages,2028.0,2150.0
01/01/2020-04/30/2022,By Total,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,428.0,841.0
01/01/2020-04/30/2022,By Total,Massachusetts,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,7732.0,11187.0
01/01/2020-04/30/2022,By Total,Massachusetts,COVID-19,COVID-19,U071,All Ages,18163.0,18163.0
01/01/2020-04/30/2022,By Total,Michigan,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,15829.0,16313.0
01/01/2020-04/30/2022,By Total,Michigan,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2769.0,2887.0
01/01/2020-04/30/2022,By Total,Michigan,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2013.0,2013.0
01/01/2020-04/30/2022,By Total,Michigan,Respiratory diseases,Respiratory failure,J96,All Ages,11047.0,11309.0
01/01/2020-04/30/2022,By Total,Michigan,Respiratory diseases,Respiratory arrest,R09.2,All Ages,303.0,303.0
01/01/2020-04/30/2022,By Total,Michigan,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1135.0,1192.0
01/01/2020-04/30/2022,By Total,Michigan,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,4311.0,4371.0
01/01/2020-04/30/2022,By Total,Michigan,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,3472.0,3727.0
01/01/2020-04/30/2022,By Total,Michigan,Circulatory diseases,Cardiac arrest,I46,All Ages,1933.0,1933.0
01/01/2020-04/30/2022,By Total,Michigan,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1959.0,1985.0
01/01/2020-04/30/2022,By Total,Michigan,Circulatory diseases,Heart failure,I50,All Ages,2279.0,2281.0
01/01/2020-04/30/2022,By Total,Michigan,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1462.0,1499.0
01/01/2020-04/30/2022,By Total,Michigan,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,2217.0,2410.0
01/01/2020-04/30/2022,By Total,Michigan,Sepsis,Sepsis,A40-A41,All Ages,3003.0,3005.0
01/01/2020-04/30/2022,By Total,Michigan,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1678.0,1889.0
01/01/2020-04/30/2022,By Total,Michigan,Diabetes,Diabetes,E10-E14,All Ages,3462.0,3482.0
01/01/2020-04/30/2022,By Total,Michigan,Obesity,Obesity,E65-E68,All Ages,1286.0,1287.0
01/01/2020-04/30/2022,By Total,Michigan,Alzheimer disease,Alzheimer disease,G30,All Ages,866.0,867.0
01/01/2020-04/30/2022,By Total,Michigan,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1960.0,1964.0
01/01/2020-04/30/2022,By Total,Michigan,Renal failure,Renal failure,N17-N19,All Ages,3202.0,3331.0
01/01/2020-04/30/2022,By Total,Michigan,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,526.0,1022.0
01/01/2020-04/30/2022,By Total,Michigan,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,11721.0,16433.0
01/01/2020-04/30/2022,By Total,Michigan,COVID-19,COVID-19,U071,All Ages,31802.0,31802.0
01/01/2020-04/30/2022,By Total,Minnesota,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,4434.0,4698.0
01/01/2020-04/30/2022,By Total,Minnesota,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1751.0,1808.0
01/01/2020-04/30/2022,By Total,Minnesota,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1721.0,1721.0
01/01/2020-04/30/2022,By Total,Minnesota,Respiratory diseases,Respiratory failure,J96,All Ages,4179.0,4363.0
01/01/2020-04/30/2022,By Total,Minnesota,Respiratory diseases,Respiratory arrest,R09.2,All Ages,130.0,130.0
01/01/2020-04/30/2022,By Total,Minnesota,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,729.0,791.0
01/01/2020-04/30/2022,By Total,Minnesota,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,3248.0,3295.0
01/01/2020-04/30/2022,By Total,Minnesota,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1818.0,1955.0
01/01/2020-04/30/2022,By Total,Minnesota,Circulatory diseases,Cardiac arrest,I46,All Ages,486.0,486.0
01/01/2020-04/30/2022,By Total,Minnesota,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1542.0,1580.0
01/01/2020-04/30/2022,By Total,Minnesota,Circulatory diseases,Heart failure,I50,All Ages,1619.0,1620.0
01/01/2020-04/30/2022,By Total,Minnesota,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1039.0,1080.0
01/01/2020-04/30/2022,By Total,Minnesota,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1615.0,1813.0
01/01/2020-04/30/2022,By Total,Minnesota,Sepsis,Sepsis,A40-A41,All Ages,916.0,917.0
01/01/2020-04/30/2022,By Total,Minnesota,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1083.0,1246.0
01/01/2020-04/30/2022,By Total,Minnesota,Diabetes,Diabetes,E10-E14,All Ages,2393.0,2409.0
01/01/2020-04/30/2022,By Total,Minnesota,Obesity,Obesity,E65-E68,All Ages,734.0,736.0
01/01/2020-04/30/2022,By Total,Minnesota,Alzheimer disease,Alzheimer disease,G30,All Ages,889.0,894.0
01/01/2020-04/30/2022,By Total,Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2044.0,2050.0
01/01/2020-04/30/2022,By Total,Minnesota,Renal failure,Renal failure,N17-N19,All Ages,1433.0,1507.0
01/01/2020-04/30/2022,By Total,Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,582.0,1115.0
01/01/2020-04/30/2022,By Total,Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,7222.0,12969.0
01/01/2020-04/30/2022,By Total,Minnesota,COVID-19,COVID-19,U071,All Ages,12700.0,12700.0
01/01/2020-04/30/2022,By Total,Mississippi,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,6260.0,6311.0
01/01/2020-04/30/2022,By Total,Mississippi,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1337.0,1392.0
01/01/2020-04/30/2022,By Total,Mississippi,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1641.0,1641.0
01/01/2020-04/30/2022,By Total,Mississippi,Respiratory diseases,Respiratory failure,J96,All Ages,6820.0,6934.0
01/01/2020-04/30/2022,By Total,Mississippi,Respiratory diseases,Respiratory arrest,R09.2,All Ages,487.0,487.0
01/01/2020-04/30/2022,By Total,Mississippi,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,575.0,602.0
